Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275,275,136.7,104.5,9726,8682,231.3,3,5,3,7,18,118839.9168,4,0.1,6.1,32.84,1.847115849,12.43648478,6,6,1,0
355,235,5538,4221,34685,32053,19.43,1,5,3,5,15,30183.12,1,0.123,6.19,12.9,0.995812546,7.287129894,9,6,0,1
235,235,330.9,276.9,14276,13347,117.7,3,5,3.5,7,10.5,70836.5196,1,0.2,6.77,23.99,1.758114676,34.57932805,7,14,0,1
275,235,104.5,77.63,8682,7684,19.43,3,5,3.5,6,15,55430.892,3,0.15,6.33,18.96,3.219085408,40.9982368,2.5,5,0,1
355,275,36.92,25.1,5383,4525,8.693,2,5,3,4,3,20141.1144,3,0.1,6.69,35.66,2.64801013,14.56468422,9,3,1,0
275,275,229.3,182.6,12437,11253,19.43,5,5,3,7,6,40930.758,3,0.1,6.69,35.66,1.707422536,27.49757248,3,3,1,0
275,275,637.2,0,17803,0,671.2,4,2,3.5,8,10.5,212423.904,0,0.283,7.28,19.74,0.577446855,27.24083946,17.5,17.5,0,1
355,355,104.5,0,8682,0,671.2,5,3,4,3,14,131255.784,2,0.2,6.77,23.99,1.205292177,44.2855143,17.5,10.5,0,1
235,235,136.7,104.5,9726,8682,57.9,3,5,4,7,2,36921.2976,4,0.123,6.19,12.9,2.166613092,7.994075058,12,2,0,1
235,235,1412,1119,22646,21176,337.4,4,5,3,5,8,51719.184,2,0.354,6.5,15.82,0.583074847,12.5402393,4,6,1,0
235,235,1752,1412,24164,22646,671.2,5,6,3,3,18,70971.12,2,0.3,6.6,10.27,0.545400138,8.890952778,3,15,1,0
355,355,104.5,77.63,8682,7684,920.8,2,5,4,4,10.5,56711.6352,4,0.171,6,17.28,1.862053063,27.92461221,17.5,3.5,0,1
235,235,450.7,0,15898,0,8.693,6,1,3.5,6,3,26504.0424,3,0.1,6.1,32.84,0.159110194,0.925239319,1.5,1.5,1,0
275,235,5538,4221,34685,32053,5.412,6,4,3,3,21,146371.8168,2,0.1,6.69,35.66,0.800589376,10.54253785,10.5,7,1,0
235,235,229.3,0,12437,0,117.7,6,1,3.5,4,7,97989.0912,0,0.3,6.6,10.27,0.282538691,15.4476614,17.5,10.5,1,0
235,235,276.9,229.3,13347,12437,1412,6,5,4,7,6,75400.6968,1,0.3,6.6,10.27,0.957247874,21.01910202,4,6,1,0
355,275,10.33,6.062,3142,2534,117.7,6,4,3,4,10,194150.88,4,0.354,6.5,15.82,3.48931846,40.28339522,15,12.5,1,0
235,235,1119,0,21176,0,83.56,6,3,3,8,2.5,33283.008,0,0.171,6,17.28,0.380485897,7.764394828,5,7.5,0,1
235,235,3.492,3.492,2124,2124,38.92,3,4,3.5,4,7.5,36342.108,0,0.14,5.9,25.5,4.220666569,10.12803933,4.5,6,0,1
355,275,77.63,0,7684,0,83.56,2,1,3,6,12,95003.4096,3,0.3,6.6,10.27,0.570773627,33.64925654,20,12,1,0
355,355,1119,0,21176,0,19.43,5,3,4,8,6,133539.912,1,0.2,6.77,23.99,1.48966706,46.5200335,7.5,1.5,0,1
355,355,182.6,136.7,11253,9726,162.7,4,5,4,3,17.5,116143.83,1,0.171,6,17.28,1.969091921,25.93399463,14,17.5,0,1
355,275,136.7,104.5,9726,8682,38.92,2,4,3,5,12.5,95851.8,2,0.3,6.6,10.27,2.379044538,64.9721989,15,10,1,0
275,275,1119,0,21176,0,671.2,2,3,4,4,12.5,29163.42,2,0.14,5.9,25.5,0.403589031,4.551726952,2.5,12.5,0,1
235,235,16.73,10.33,3877,3142,38.92,3,4,3,3,6,24264.7812,3,0.1,6.1,32.84,1.492518698,18.35901429,4.5,1.5,1,0
235,235,1119,0,21176,0,19.43,3,1,4,4,12,61818.2928,1,0.3,6.6,10.27,0.242144951,12.06966411,9,12,1,0
275,235,1119,0,21176,0,38.92,2,2,4,6,21,94269.2256,2,0.15,6.2,13.91,0.884925414,16.10987926,10.5,3.5,1,0
275,275,450.7,0,15898,0,19.43,4,1,3,3,8,50903.424,0,0.3,6.6,10.27,0.190363946,6.933441599,8,10,1,0
275,275,1119,869.7,21176,19754,38.92,4,4,3,3,7,21837.8952,1,0.15,6.33,18.96,0.508973311,9.247157407,7,3.5,0,1
355,275,54.1,0,6434,0,19.43,6,1,3,3,17.5,124892.856,1,0.15,6.2,13.91,0.518506099,10.38418552,10.5,10.5,1,0
235,235,3.492,3.492,2124,2124,117.7,3,4,3,4,12,62111.9664,3,0.15,6.2,13.91,4.239571036,21.63375331,6,4,1,0
275,235,637.2,0,17803,0,83.56,1,1,3,8,1.5,5086.2636,1,0.15,6.2,13.91,0.087540948,0.760230639,4.5,1.5,1,0
355,275,4221,3034,32053,28583,1119,4,6,4,5,6,52208.64,4,0.15,6.33,18.96,0.603139123,13.59127561,6,15,0,1
235,235,1412,1119,22646,21176,5.412,2,5,4,3,8,30542.0544,0,0.14,5.9,25.5,2.217194547,10.87605873,12,2,0,1
235,235,450.7,0,15898,0,482,1,1,3,7,6,30427.848,2,0.171,6,17.28,0.184708816,2.505654165,7.5,7.5,0,1
275,235,1119,0,21176,0,117.7,1,1,3,7,12,51967.9908,3,0.15,6.33,18.96,0.203495147,3.17772225,12,12,0,1
275,235,1119,0,21176,0,57.9,6,3,3.5,3,9,118937.808,0,0.15,6.2,13.91,0.724124799,5.391651353,9,7.5,1,0
235,235,1119,0,21176,0,83.56,4,1,4,8,10,227352.312,3,0.2,6.77,23.99,0.392168488,14.19127009,12,4,0,1
275,275,5538,4221,34685,32053,19.43,2,6,4,7,6,18574.8552,3,0.3,6.6,10.27,1.372227362,29.45156407,2,2,1,0
235,235,16.73,10.33,3877,3142,38.92,6,4,3,5,4,75253.86,3,0.15,6.2,13.91,2.064987136,11.85120232,8,10,1,0
235,235,77.63,54.1,7684,6434,671.2,2,5,3,7,12.5,123587.64,2,0.171,6,17.28,2.201842867,18.14651233,15,5,0,1
235,235,10.33,0,3142,0,5.412,5,3,3,4,4.5,44071.434,1,0.2,6.77,23.99,2.162340176,43.62805103,6,3,0,1
275,235,10.33,6.062,3142,2534,3.178,4,4,4,3,2.5,6260.958,1,0.15,6.2,13.91,1.913598768,14.76143646,2.5,5,1,0
355,275,330.9,276.9,14276,13347,1119,6,4,3,6,12.5,319370.04,0,0.283,7.28,19.74,1.012550512,22.43674758,15,10,0,1
275,275,16.73,10.33,3877,3142,117.7,4,4,4,4,12.5,39258.45,1,0.354,6.5,15.82,2.297449257,40.08655742,2.5,7.5,1,0
235,235,1119,0,21176,0,482,4,2,3.5,6,4,41114.304,0,0.14,5.9,25.5,0.231428483,2.473456278,6,10,0,1
275,275,182.6,0,11253,0,13.17,5,1,3,4,7.5,37830.87,1,0.354,6.5,15.82,0.22597546,9.687938729,3,1.5,1,0
235,235,1412,1119,22646,21176,27.72,3,6,3.5,5,3,21046.608,4,0.15,6.2,13.91,1.372772566,9.917156069,6,9,1,0
235,235,869.7,0,19754,0,83.56,3,2,3.5,5,24,101500.938,3,0.171,6,17.28,0.605879946,21.96417627,8,4,0,1
275,235,1119,0,21176,0,27.72,5,1,3,5,2.5,27022.05,0,0.123,6.19,12.9,0.08999389,0.652806588,10,2.5,0,1
235,235,1119,0,21176,0,231.3,2,3,3.5,5,3,18640.116,4,0.15,6.2,13.91,0.378946172,6.379815395,4.5,6,1,0
275,275,104.5,77.63,8682,7684,1119,2,6,3.5,6,2,22514.976,3,0.15,6.33,18.96,1.222519775,28.41635263,12,10,0,1
235,235,4221,3034,32053,28583,162.7,6,5,3.5,4,15,150874.812,1,0.123,6.19,12.9,0.942136256,6.365753312,9,12,0,1
275,275,1119,0,21176,0,83.56,2,3,3.5,6,2.5,12195.612,4,0.1,6.1,32.84,0.424284668,8.226750812,2.5,7.5,1,0
275,275,182.6,0,11253,0,57.9,4,3,3.5,5,16,227352.312,3,0.283,7.28,19.74,1.964007192,39.48549427,24,8,0,1
235,235,1119,0,21176,0,920.8,6,3,3.5,8,21,264085.9848,1,0.14,5.9,25.5,0.653474465,4.774001682,7,7,0,1
275,275,16.73,10.33,3877,3142,57.9,5,5,4,8,3,65464.74,3,0.15,6.2,13.91,3.880341935,12.0982923,4.5,7.5,1,0
275,275,1752,1412,24164,22646,83.56,6,6,4,8,12,130391.0784,4,0.1,6.1,32.84,2.233578374,12.41525724,4,12,1,0
355,235,1119,0,21176,0,117.7,1,2,3.5,8,12.5,56287.44,4,0.15,6.2,13.91,0.65080661,7.339141456,7.5,12.5,1,0
275,235,4221,3034,32053,28583,13.17,5,4,3,4,4,55716.408,1,0.123,6.19,12.9,0.593883465,3.274108741,12,4,0,1
235,235,54.1,0,6434,0,83.56,4,2,3.5,8,7.5,185789.34,2,0.354,6.5,15.82,1.612237157,50.14401342,9,7.5,1,0
275,275,25.1,16.73,4525,3877,57.9,5,5,3.5,8,10,201084.84,3,0.1,6.69,35.66,4.991110955,27.12406678,8,4,1,0
355,235,77.63,54.1,7684,6434,19.43,3,6,3.5,5,9,64608.192,3,0.14,5.9,25.5,4.182152297,5.283795587,4.5,6,0,1
235,235,182.6,136.7,11253,9726,57.9,6,4,3,8,6,55700.0928,2,0.354,6.5,15.82,1.080610418,28.61976814,3,6,1,0
235,235,1119,869.7,21176,19754,117.7,4,5,4,3,8,63433.4976,0,0.15,6.33,18.96,1.119957481,23.83679018,12,4,0,1
355,275,54.1,36.92,6434,5383,27.72,1,5,3.5,3,9,15234.318,3,0.15,6.33,18.96,2.234500594,59.45001866,6,15,0,1
235,235,229.3,0,12437,0,57.9,6,3,3,8,7.5,143165.88,4,0.1,6.1,32.84,1.179351797,12.45502951,3,7.5,1,0
355,355,182.6,136.7,11253,9726,117.7,3,5,4,8,18,140963.328,0,0.283,7.28,19.74,3.306505931,41.24732492,6,15,0,1
355,235,104.5,0,8682,0,19.43,2,1,3.5,5,2,11869.308,3,0.2,6.77,23.99,0.272522578,5.176359942,6,6,0,1
275,275,1119,0,21176,0,8.693,6,2,4,3,12.5,43847.1,1,0.123,6.19,12.9,0.430096853,3.402305099,2.5,7.5,0,1
355,235,25.1,0,4525,0,3.178,1,3,3,3,4.5,10731.3228,4,0.2,6.77,23.99,1.934865787,36.96252474,6,1.5,0,1
355,355,1752,1412,24164,22646,3.178,2,4,3.5,3,9,20997.6624,3,0.14,5.9,25.5,1.025327333,5.507857687,3,3,0,1
275,235,4221,3034,32053,28583,1412,2,5,3.5,3,9,17424.6336,1,0.2,6.77,23.99,0.324051651,3.666354995,6,9,0,1
355,275,36.92,25.1,5383,4525,1412,3,6,3.5,6,7.5,92507.184,0,0.14,5.9,25.5,3.176642417,8.93123862,15,7.5,0,1
235,235,1119,0,21176,0,671.2,1,2,3,8,8,54329.616,3,0.2,6.77,23.99,0.37252882,10.63575703,24,20,0,1
235,235,330.9,276.9,14276,13347,231.3,1,4,4,8,3,18534.0672,4,0.1,6.69,35.66,1.127088252,17.85442768,7.5,1.5,1,0
355,275,136.7,104.5,9726,8682,57.9,2,6,3.5,5,17.5,124403.4,3,0.171,6,17.28,4.432452588,30.07138481,17.5,17.5,0,1
235,235,1119,869.7,21176,19754,83.56,6,4,4,6,20,473630.256,2,0.1,6.69,35.66,2.546225376,17.5140662,24,4,1,0
235,235,6.062,0,2534,0,5.412,5,2,3.5,4,5,32018.58,3,0.15,6.2,13.91,1.732378846,25.01996071,5,2.5,1,0
235,235,1119,0,21176,0,8.693,3,3,3.5,4,24,84137.4864,3,0.123,6.19,12.9,1.235058558,17.29293443,8,4,0,1
275,275,637.2,450.7,17803,15898,57.9,1,4,3,4,21,35975.016,0,0.14,5.9,25.5,1.237724418,5.461516642,10.5,17.5,0,1
235,235,229.3,182.6,12437,11253,19.43,3,4,4,3,12.5,45070.74,4,0.283,7.28,19.74,1.873002996,34.64593626,5,7.5,0,1
355,275,16.73,0,3877,0,920.8,2,1,3.5,5,15,114206.4,1,0.14,5.9,25.5,1.313248639,13.28836789,18,15,0,1
355,275,25.1,0,4525,0,57.9,4,1,3,5,6,27898.992,3,0.1,6.1,32.84,0.368673225,9.036901147,1.5,3,1,0
275,275,3.492,0,2124,0,27.72,4,1,3.5,6,2,29171.5776,0,0.283,7.28,19.74,1.152917996,69.16487918,10,8,0,1
355,235,229.3,182.6,12437,11253,337.4,5,5,3.5,6,2,18925.632,2,0.283,7.28,19.74,0.596494242,14.24309133,2,8,0,1
235,235,869.7,0,19754,0,337.4,2,1,3,7,4.5,44711.8056,0,0.15,6.33,18.96,0.150737865,1.854591578,9,6,0,1
275,235,6.062,3.492,2534,2124,162.7,1,5,4,8,3,10351.9944,3,0.1,6.1,32.84,3.839233735,17.58725348,3,3,1,0
355,235,1119,0,21176,0,117.7,1,2,3.5,8,20,88754.688,4,0.2,6.77,23.99,0.814507853,53.11362729,16,4,0,1
275,275,36.92,0,5383,0,671.2,1,1,4,4,4,2414.6496,0,0.1,6.69,35.66,0.216702255,3.728010258,2,4,1,0
355,235,330.9,276.9,14276,13347,337.4,4,5,4,8,4,103079.4336,3,0.2,6.77,23.99,1.638174512,30.73989421,24,16,0,1
355,235,1119,0,21176,0,27.72,2,2,3.5,5,10,56083.5,1,0.354,6.5,15.82,0.582739384,29.93557417,8,10,1,0
235,235,869.7,0,19754,0,117.7,4,2,4,7,18,359130.1824,4,0.171,6,17.28,1.170677206,47.93775918,18,6,0,1
235,235,330.9,276.9,14276,13347,1119,5,4,3,7,10,100950.3,4,0.1,6.1,32.84,0.644209346,21.18403148,2.5,12.5,1,0
275,275,1119,869.7,21176,19754,19.43,2,6,3,5,21,96096.528,1,0.1,6.1,32.84,3.20907866,17.76639923,14,3.5,1,0
235,235,2153,1752,26048,24164,482,4,4,3.5,8,6,82228.608,0,0.123,6.19,12.9,0.641360453,3.282124309,9,15,0,1
355,355,182.6,136.7,11253,9726,38.92,4,6,4,8,7,39287.0016,0,0.1,6.1,32.84,2.749039947,13.45902594,3.5,10.5,1,0
235,235,1119,0,21176,0,83.56,3,1,3.5,6,12,104352.0192,4,0.14,5.9,25.5,0.245704953,3.316500051,12,16,0,1
355,235,1119,0,21176,0,162.7,3,3,3.5,6,4,18819.5832,3,0.2,6.77,23.99,0.372430085,8.075233455,2,4,0,1
355,235,637.2,450.7,17803,15898,920.8,2,4,3.5,4,21,109173.1608,3,0.123,6.19,12.9,0.944624624,7.251260153,17.5,7,0,1
235,235,1119,0,21176,0,920.8,4,3,3,8,17.5,333462.294,1,0.354,6.5,15.82,0.739958212,22.80451109,17.5,10.5,1,0
235,235,10.33,6.062,3142,2534,5.412,6,6,3.5,3,6,49337.1648,0,0.354,6.5,15.82,4.872608421,33.93503298,6,3,1,0
275,275,2153,1752,26048,24164,162.7,5,6,3.5,8,6,181506.6,1,0.15,6.2,13.91,1.906748413,10.11104848,18,15,1,0
355,355,450.7,0,15898,0,19.43,3,1,3,7,9,87600.3876,4,0.171,6,17.28,0.293704078,6.362422602,4.5,4.5,0,1
235,235,136.7,104.5,9726,8682,162.7,6,4,4,7,18,472765.5504,4,0.1,6.69,35.66,3.257141952,28.19937818,15,9,1,0
275,275,104.5,77.63,8682,7684,162.7,1,5,4,7,4,25990.1136,4,0.2,6.77,23.99,2.219629012,34.25094539,24,16,0,1
355,235,25.1,16.73,4525,3877,57.9,3,5,3.5,3,5,40788,4,0.354,6.5,15.82,2.446843591,31.32470734,15,12.5,1,0
275,275,5538,4221,34685,32053,671.2,1,5,3.5,3,18,47611.8324,3,0.354,6.5,15.82,0.785112148,18.51669698,18,6,1,0
275,235,869.7,0,19754,0,117.7,2,1,4,8,10,112167,3,0.14,5.9,25.5,0.387230744,8.97038053,10,10,0,1
275,275,25.1,0,4525,0,83.56,4,1,3.5,7,20,176122.584,3,0.283,7.28,19.74,1.12477622,61.95741799,8,12,0,1
275,235,1119,0,21176,0,57.9,4,1,4,8,15,84186.432,0,0.2,6.77,23.99,0.247337717,3.311841801,3,9,0,1
235,235,450.7,330.9,15898,14276,482,2,5,3.5,4,1.5,4348.0008,2,0.171,6,17.28,0.343124609,3.577457703,1.5,4.5,0,1
275,235,637.2,0,17803,0,920.8,1,3,3.5,8,24,147685.1904,2,0.15,6.33,18.96,1.172870447,47.97257703,24,16,0,1
235,235,869.7,637.2,19754,17803,117.7,4,6,3,7,12,109638.144,0,0.1,6.1,32.84,1.706537416,11.6963141,6,15,1,0
355,355,1119,0,21176,0,57.9,6,1,3,5,20,270832.32,4,0.15,6.33,18.96,0.245172893,5.227320778,12,16,0,1
235,235,1119,0,21176,0,920.8,5,2,3,3,24,106456.68,4,0.283,7.28,19.74,0.224077283,6.234374799,4,20,0,1
235,235,25.1,16.73,4525,3877,337.4,1,6,3,4,12,32891.4432,0,0.171,6,17.28,2.780295834,22.80308631,18,9,0,1
355,235,36.92,0,5383,0,57.9,5,3,3,6,10,210670.02,1,0.1,6.1,32.84,2.13944381,25.81199229,15,7.5,1,0
235,235,229.3,0,12437,0,920.8,2,2,3.5,5,14,57878.172,3,0.15,6.33,18.96,0.5043911,14.68466524,10.5,3.5,0,1
275,235,1119,0,21176,0,920.8,5,3,4,7,6,143553.366,1,0.14,5.9,25.5,0.599223583,4.572230446,18,6,0,1
235,235,36.92,0,5383,0,57.9,2,2,4,8,6,27132.1776,1,0.171,6,17.28,1.190529759,40.74427498,6,6,0,1
355,275,25.1,0,4525,0,38.92,6,3,3,6,9,130831.5888,0,0.3,6.6,10.27,1.877209314,63.74912305,4.5,6,1,0
355,355,16.73,0,3877,0,57.9,1,3,4,3,5,12358.764,3,0.1,6.69,35.66,1.6774516,39.95826366,12.5,5,1,0
235,235,36.92,0,5383,0,920.8,3,3,4,3,10,67585.716,2,0.1,6.69,35.66,1.67355274,40.80643878,15,7.5,1,0
235,235,25.1,16.73,4525,3877,162.7,3,4,4,8,3,48113.5248,2,0.15,6.2,13.91,2.495774783,10.96159391,7.5,4.5,1,0
275,235,1119,0,21176,0,162.7,1,3,3,5,24,80801.028,2,0.14,5.9,25.5,0.91957071,7.079681164,20,12,0,1
355,235,1752,1412,24164,22646,231.3,4,5,3.5,4,17.5,112167,4,0.15,6.33,18.96,1.027325911,17.05638054,7,17.5,0,1
355,235,10.33,6.062,3142,2534,1752,4,4,4,7,5,28429.236,1,0.354,6.5,15.82,2.497543609,35.6868394,2.5,7.5,1,0
275,235,1119,0,21176,0,920.8,5,3,3.5,4,20,72602.64,2,0.171,6,17.28,0.338051401,5.048342419,4,8,0,1
355,235,10.33,0,3142,0,38.92,4,3,3.5,3,4,21927.6288,0,0.354,6.5,15.82,1.412023196,43.16219533,16,8,1,0
235,235,77.63,54.1,7684,6434,920.8,3,5,3.5,4,9,27703.2096,2,0.171,6,17.28,1.071110972,19.8642215,1.5,6,0,1
275,275,5538,4221,34685,32053,38.92,4,6,3.5,4,4.5,38177.568,0,0.354,6.5,15.82,1.011496914,19.70090345,6,7.5,1,0
275,275,276.9,229.3,13347,12437,162.7,4,5,4,4,21,169939.1232,0,0.171,6,17.28,2.235155659,19.65670127,14,14,0,1
355,275,54.1,0,6434,0,27.72,3,2,3,7,3,12260.8728,1,0.354,6.5,15.82,0.500162986,31.87394992,3,6,1,0
275,275,637.2,450.7,17803,15898,83.56,3,4,3.5,4,8,52420.7376,3,0.3,6.6,10.27,1.007411066,27.14284404,8,4,1,0
275,235,77.63,54.1,7684,6434,671.2,4,5,4,6,8,135024.5952,2,0.171,6,17.28,2.534447943,19.78932131,24,8,0,1
275,235,104.5,77.63,8682,7684,19.43,5,5,3,3,4,49618.602,3,0.15,6.33,18.96,1.621697229,42.88638856,24,16,0,1
355,235,104.5,77.63,8682,7684,117.7,4,6,3.5,7,7,129510.0576,0,0.354,6.5,15.82,3.086002843,25.30518136,21,7,1,0
355,275,869.7,637.2,19754,17803,27.72,6,5,4,3,2.5,31080.456,3,0.354,6.5,15.82,1.081841464,21.75513339,12.5,2.5,1,0
275,275,136.7,0,9726,0,57.9,3,3,4,8,12,134306.7264,2,0.15,6.2,13.91,2.432692561,12.16452161,12,3,1,0
275,275,330.9,0,14276,0,337.4,2,1,4,6,2,13639.5072,2,0.354,6.5,15.82,0.167004519,4.122253601,8,2,1,0
355,355,1119,0,21176,0,38.92,4,1,4,4,7,31243.608,2,0.1,6.69,35.66,0.150514289,1.739086171,3.5,17.5,1,0
355,235,330.9,276.9,14276,13347,38.92,5,4,3,6,2.5,39156.48,3,0.283,7.28,19.74,0.923203197,23.74650665,7.5,7.5,0,1
235,235,36.92,0,5383,0,920.8,4,3,3,6,7,38373.3504,0,0.1,6.69,35.66,0.779504644,12.83965635,7,3.5,1,0
235,235,104.5,0,8682,0,920.8,2,1,4,7,20,145776.312,2,0.2,6.77,23.99,0.774207332,50.84231968,16,12,0,1
235,235,25.1,16.73,4525,3877,117.7,1,4,3,7,21,82142.9532,3,0.15,6.2,13.91,3.370150103,12.31972454,14,7,1,0
235,235,276.9,229.3,13347,12437,38.92,4,6,4,4,7.5,70400.088,4,0.3,6.6,10.27,2.715552338,50.98754602,6,4.5,1,0
275,235,450.7,0,15898,0,671.2,6,3,3,7,7.5,129216.384,3,0.1,6.1,32.84,0.501275533,15.53299321,7.5,5,1,0
235,235,637.2,0,17803,0,482,6,1,3.5,5,9,45641.772,1,0.2,6.77,23.99,0.121373926,0.996252538,1.5,3,0,1
235,235,182.6,136.7,11253,9726,920.8,6,6,3,6,18,210270.2976,2,0.15,6.33,18.96,1.535610883,35.25075281,6,12,0,1
275,275,182.6,136.7,11253,9726,1412,6,5,3.5,3,3.5,16939.2564,1,0.15,6.33,18.96,0.468230354,5.735356598,7,3.5,0,1
355,355,637.2,0,17803,0,920.8,3,1,4,3,2,6693.3108,3,0.3,6.6,10.27,0.074720832,0.420935316,2,4,1,0
275,235,229.3,0,12437,0,671.2,1,1,3,3,20,22474.188,2,0.1,6.1,32.84,0.18460719,1.602270537,8,4,1,0
235,235,54.1,36.92,6434,5383,83.56,2,6,3,6,3,20116.6416,2,0.3,6.6,10.27,1.709506781,24.40206493,6,3,1,0
235,235,1119,0,21176,0,57.9,4,2,4,8,2.5,29734.452,2,0.1,6.69,35.66,0.384099426,6.173227907,5,7.5,1,0
235,235,637.2,450.7,17803,15898,482,5,6,3.5,5,12,170289.9,2,0.171,6,17.28,1.403536768,18.21066835,20,4,0,1
355,355,36.92,25.1,5383,4525,3.178,3,5,4,3,4.5,25145.802,2,0.171,6,17.28,4.377386758,29.74460775,6,7.5,0,1
355,275,1119,869.7,21176,19754,231.3,5,4,3,3,5,27022.05,4,0.123,6.19,12.9,0.315900761,0.745554163,2.5,12.5,0,1
235,235,54.1,0,6434,0,482,6,1,3.5,4,6,69160.1328,3,0.15,6.33,18.96,0.391750192,12.49276323,9,12,0,1
355,235,1119,0,21176,0,920.8,3,3,3.5,5,20,75049.92,4,0.171,6,17.28,0.441828387,11.00343097,4,12,0,1
275,275,25.1,0,4525,0,38.92,2,2,4,7,10,31447.548,1,0.14,5.9,25.5,1.506250404,12.26874575,2,8,0,1
235,235,104.5,0,8682,0,13.17,4,2,3,4,2,5612.4288,0,0.15,6.2,13.91,0.277464063,3.968754054,2,6,1,0
235,235,10.33,6.062,3142,2534,83.56,2,6,3,4,10,47558.808,1,0.15,6.33,18.96,4.228971859,79.76602643,10,4,0,1
355,235,3.492,0,2124,0,19.43,5,1,4,6,12,99849.024,0,0.1,6.1,32.84,2.367189232,19.40611641,4,6,1,0
355,235,10.33,0,3142,0,57.9,2,2,3,8,7.5,30305.484,2,0.14,5.9,25.5,1.307826306,8.145117454,1.5,6,0,1
275,275,1752,1412,24164,22646,13.17,1,6,4,4,4,13411.0944,2,0.15,6.33,18.96,2.141632499,53.22065925,12,6,0,1
275,275,10.33,6.062,3142,2534,19.43,2,5,3.5,3,3.5,7146.0576,3,0.1,6.69,35.66,1.948872206,15.57004146,3.5,7,1,0
355,235,2153,1752,26048,24164,27.72,5,4,3,5,8,59652.45,1,0.283,7.28,19.74,0.746206474,23.92550285,8,12,0,1
235,235,6.062,3.492,2534,2124,19.43,1,6,4,3,10,9952.272,2,0.15,6.2,13.91,5.075827271,17.81250637,2.5,7.5,1,0
355,235,1119,0,21176,0,162.7,3,1,3.5,8,10.5,145405.1412,1,0.2,6.77,23.99,0.279921574,5.764348699,17.5,7,0,1
235,235,16.73,0,3877,0,38.92,2,1,4,4,21,105061.7304,3,0.171,6,17.28,1.648175615,62.02531961,17.5,3.5,0,1
275,275,54.1,36.92,6434,5383,162.7,6,4,3.5,8,20,652281.696,2,0.14,5.9,25.5,4.299143057,9.897588095,24,8,0,1
235,235,182.6,136.7,11253,9726,231.3,4,6,3,7,6,105396.192,4,0.283,7.28,19.74,1.735538445,24.66267217,6,7.5,0,1
235,235,10.33,0,3142,0,920.8,2,1,4,8,8,32108.3136,2,0.3,6.6,10.27,1.099112161,61.9021861,4,16,1,0
355,275,869.7,637.2,19754,17803,1119,5,6,3.5,7,4.5,72582.246,1,0.15,6.33,18.96,0.778396577,10.9239225,6,1.5,0,1
275,235,77.63,54.1,7684,6434,38.92,1,4,3.5,7,15,29734.452,3,0.1,6.69,35.66,2.59421221,17.1412989,2.5,7.5,1,0
275,275,36.92,25.1,5383,4525,920.8,4,6,4,4,8,77790.8736,0,0.171,6,17.28,3.154420815,25.68575835,20,16,0,1
355,355,330.9,276.9,14276,13347,1752,2,4,3.5,5,12.5,83105.55,2,0.15,6.33,18.96,0.938368077,17.97964634,12.5,10,0,1
235,235,77.63,0,7684,0,482,6,3,3,7,2,63302.976,4,0.354,6.5,15.82,0.647751561,15.15312728,8,10,1,0
355,355,36.92,25.1,5383,4525,1752,6,4,3.5,6,7.5,143165.88,0,0.1,6.69,35.66,1.981615992,21.10327128,6,7.5,1,0
235,235,182.6,0,11253,0,920.8,3,2,4,8,8,122168.2176,0,0.354,6.5,15.82,0.837765856,35.3005426,24,4,1,0
235,235,229.3,0,12437,0,482,5,2,3,7,3,75396.618,4,0.123,6.19,12.9,0.368268608,1.92663373,15,6,0,1
355,355,182.6,136.7,11253,9726,57.9,2,4,3.5,6,16,28763.6976,1,0.171,6,17.28,1.39960208,25.61606765,4,4,0,1
355,275,136.7,104.5,9726,8682,27.72,1,6,4,4,12,27132.1776,1,0.1,6.69,35.66,3.936916739,21.72820854,16,16,1,0
235,235,229.3,0,12437,0,162.7,1,1,3.5,7,7.5,16804.656,1,0.2,6.77,23.99,0.24326831,3.205156297,5,7.5,0,1
235,235,1119,869.7,21176,19754,83.56,2,6,4,8,12,106668.7776,1,0.3,6.6,10.27,3.582546072,34.90547845,15,3,1,0
355,275,6.062,0,2534,0,920.8,2,1,4,5,10.5,65587.104,3,0.2,6.77,23.99,1.993828204,70.60469192,17.5,3.5,0,1
235,235,54.1,36.92,6434,5383,83.56,3,5,3.5,4,9,83599.0848,4,0.15,6.2,13.91,2.666848931,8.981312116,18,6,1,0
275,275,1119,0,21176,0,231.3,3,2,3.5,3,12,16298.8848,0,0.14,5.9,25.5,0.174890009,2.274429256,4,8,0,1
235,235,869.7,0,19754,0,671.2,5,3,4,3,14,65505.528,4,0.171,6,17.28,0.412686496,9.209992074,7,3.5,0,1
235,235,36.92,25.1,5383,4525,38.92,6,4,3.5,8,3,23714.1432,1,0.283,7.28,19.74,1.303909107,26.2922437,3,3,0,1
275,235,6.062,0,2534,0,5.412,6,2,3.5,3,24,78655.5792,2,0.14,5.9,25.5,2.370338926,11.99663344,4,8,0,1
